,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,months_as_customer,policy_deductable,policy_annual_premium,umbrella_limit,capital_gains,capital_loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim
642,5.0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,143,1000,1464.42,0,79900,0,1,1,2,0,5660,5660,50940
643,2.5,0,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,183,500,1543.68,0,20200,0,17,1,0,1,9440,4720,37760
644,2.5,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,254,500,1390.89,5000000,0,-74400,23,1,2,2,9720,4860,38880
645,1.0,0,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,249,2000,1148.58,0,0,-71200,4,3,2,1,5710,5710,45680
646,2.5,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,169,500,1616.26,0,50700,-57600,0,3,2,3,14080,7040,56320
647,5.0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,235,500,1398.94,0,0,0,11,1,1,2,6830,13660,47810
648,5.0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,112,1000,1238.92,0,57800,-53700,4,1,0,2,460,920,3680
649,1.0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16,1000,968.46,0,50800,-66200,0,3,0,2,6600,13200,39600
650,1.0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,128,500,1045.12,0,0,-28300,2,3,0,2,0,15540,54390
651,1.0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103,1000,1537.33,0,0,-74800,11,3,1,1,7770,15540,54390
652,5.0,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,356,500,912.3,0,58500,-44000,23,3,2,1,12500,12500,43750
653,1.0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,109,2000,1007.28,6000000,0,0,17,3,1,3,16560,16560,57960
654,5.0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2,1000,1189.98,4000000,0,-54700,22,1,1,3,4030,8060,36270
655,2.5,1,5,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,198,1000,1576.41,0,0,-55100,18,1,1,1,9500,9500,76000
656,1.0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,107,500,1172.82,4000000,82100,0,8,1,1,3,780,390,2730
657,5.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,252,500,1312.22,9000000,0,-33300,15,3,0,3,11880,5940,41580
658,5.0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,303,1000,671.01,7000000,42900,-61500,20,1,2,0,6690,6690,46830
659,2.5,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,101,500,895.14,0,52600,-30400,4,1,0,3,8720,4360,30520
660,1.0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,446,2000,1373.21,0,42700,-64900,10,3,0,0,6280,12560,43960
661,2.5,1,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,330,1000,1625.65,0,0,0,10,1,1,3,11900,5950,41650
662,2.5,0,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,211,2000,1295.63,4000000,42200,-33800,22,3,1,0,5940,5940,41580
663,1.0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,172,1000,1459.96,6000000,41300,-42000,15,3,0,1,7580,7580,26530
664,1.0,0,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,316,500,1219.94,7000000,0,-51000,13,1,0,1,6310,12620,44170
665,5.0,1,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,435,500,1064.49,5000000,73500,-43300,23,1,2,1,5240,10480,47160
666,1.0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,344,1000,959.83,0,0,-38700,18,3,2,2,17400,11600,46400
667,2.5,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,204,2000,1767.02,0,0,-49300,7,1,1,1,4200,8400,33600
668,5.0,1,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,278,500,1285.01,0,0,-39800,21,1,2,2,5850,5850,46800
669,5.0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,434,2000,1422.95,0,0,0,15,3,1,3,11040,11040,44160
670,1.0,0,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,209,2000,1223.39,0,0,0,17,3,1,3,8180,8180,49080
671,5.0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,250,2000,1539.06,0,37800,0,2,1,0,3,10700,10700,42800
672,1.0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,61,2000,988.06,0,0,0,1,3,1,0,4040,4040,24240
673,5.0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,80,1000,1740.57,0,0,-18600,3,1,0,1,3720,3720,26040
674,2.5,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,25,1000,1540.91,7000000,40900,0,0,1,1,1,480,960,2880
675,2.5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,4,500,1381.88,5000000,0,-77800,4,1,0,2,840,420,2940
676,1.0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,500,1446.98,0,0,-45700,11,3,2,0,10540,5270,42160
677,5.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,125,500,1220.86,0,55400,-40400,4,1,1,2,0,960,3360
678,5.0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,276,500,948.1,0,44500,-61400,11,3,0,2,13860,6930,48510
679,1.0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,148,500,1471.24,0,57500,-93600,4,3,2,2,4060,4060,24360
680,1.0,1,6,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,222,2000,1157.97,0,0,-64500,20,1,2,2,6720,6720,47040
681,2.5,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,32,2000,566.11,5000000,0,0,22,1,0,0,440,440,1760
682,5.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,78,500,1060.88,0,0,-66500,4,1,0,3,550,1100,4400
683,2.5,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,238,1000,1524.45,4000000,0,-44800,21,4,0,0,4270,4270,34160
684,2.5,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,313,1000,1556.17,0,63900,-53300,20,1,1,3,3660,7320,29280
685,5.0,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,334,500,1216.24,0,26700,-47200,7,1,2,0,5000,10000,35000
686,2.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,190,500,1484.72,5000000,0,0,4,1,0,1,640,320,2880
687,2.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,194,500,1203.81,0,52500,-51300,17,3,0,2,13700,20550,61650
688,2.5,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,290,1000,1393.34,0,0,-61400,20,3,1,3,6240,12480,37440
689,1.0,1,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,26,1000,1484.48,0,50700,-36300,10,1,2,3,5730,11460,45840
690,2.5,0,7,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,254,500,1581.27,5000000,42200,-48000,8,1,2,2,5770,11540,46160
691,2.5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,199,1000,1281.25,0,0,-53100,6,1,0,2,8080,4040,32320
692,2.5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,137,500,1667.83,0,48500,-67400,4,1,1,1,1200,1200,4200
693,2.5,1,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,134,1000,1497.41,0,14100,-44500,17,3,2,0,9650,9650,57900
694,1.0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,73,500,803.36,0,0,0,15,3,0,0,0,11400,45600
695,2.5,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,289,2000,1221.41,0,46700,-72500,9,1,2,1,300,300,2100
696,2.5,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,176,500,1865.83,5000000,32800,-50600,17,1,2,1,4300,8600,34400
697,2.5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,145,2000,1434.27,0,0,-35900,13,1,2,3,5010,10020,40080
698,5.0,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,164,500,1114.68,0,44500,-55900,5,1,1,0,480,480,3360
699,2.5,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186,2000,1218.56,0,39300,-60300,23,3,2,2,11460,5730,51570
700,2.5,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,2000,1234.69,9000000,0,0,1,2,2,1,14880,7440,52080
701,2.5,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,162,500,964.92,0,45700,0,17,4,2,1,3530,3530,28240
702,5.0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,396,500,1351.72,0,0,-49400,3,1,1,3,480,480,1680
703,2.5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,270,1000,817.28,0,62200,0,17,3,1,1,4630,9260,46300
704,5.0,0,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,168,1000,1389.59,0,0,-42600,23,3,1,3,3780,7560,30240
705,2.5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,274,1000,1353.53,0,54700,-47900,13,1,0,0,11700,0,46800
706,5.0,0,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,263,1000,1294.04,0,0,0,17,1,2,3,13220,6610,59490
707,1.0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,152,1000,840.81,0,0,0,2,1,0,2,7510,7510,67590
708,1.0,0,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,2000,998.19,0,43700,-66300,23,3,1,3,13100,19650,45850
709,1.0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,276,2000,1090.32,0,0,-70400,17,1,1,2,5710,5710,39970
710,5.0,1,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,234,500,1780.67,0,0,0,3,1,1,0,7020,7020,56160
711,2.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,64,2000,1681.01,0,0,-51100,16,1,2,1,490,1470,2940
712,2.5,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,456,1000,1395.77,0,82600,-49500,13,3,1,3,5540,11080,49860
713,5.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,58,2000,1471.44,5000000,57500,0,8,1,2,1,4580,9160,36640
714,5.0,0,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,475,500,1265.72,0,0,-59500,23,1,0,2,9900,9900,44550
715,2.5,1,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,96,1000,1274.7,5000000,47500,-58700,15,3,2,3,5540,11080,38780
716,1.0,1,6,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,99,500,1330.39,0,0,0,3,1,2,2,4990,9980,34930
717,5.0,1,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,38,500,1122.95,4000000,78000,0,4,3,0,3,12480,12480,49920
718,2.5,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,259,2000,1655.79,0,0,0,8,1,0,0,16280,16280,73260
719,2.5,1,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,241,1000,935.77,0,0,-36000,21,1,1,0,1300,650,5200
720,5.0,1,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,437,2000,1192.04,0,66100,-31400,23,1,0,0,11160,11160,33480
721,1.0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,130,500,990.11,0,0,-41200,8,1,1,3,1060,1060,3710
722,1.0,0,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,269,2000,1422.21,0,0,-46400,21,1,2,1,17180,17180,51540
723,5.0,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,103,500,914.85,0,72100,0,5,1,2,3,790,1580,4740
724,2.5,1,7,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,284,500,1123.84,0,48200,0,12,3,0,0,6720,3360,26880
725,2.5,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,189,2000,838.02,0,0,0,7,3,2,0,6440,6440,51520
726,2.5,1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,267,500,1300.68,0,49000,0,0,1,1,3,480,0,1440
727,5.0,1,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,39,500,1173.21,0,0,0,14,1,0,1,15660,7830,62640
728,2.5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,140,1000,985.97,5000000,0,0,13,1,2,3,14940,7470,59760
729,1.0,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,243,1000,1129.23,0,17300,-60400,1,1,1,0,10060,5030,35210
730,2.5,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,116,500,1194.83,0,28600,0,23,1,0,0,4420,8840,30940
731,1.0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,219,1000,1114.29,0,51300,0,1,1,2,2,6060,6060,54540
732,2.5,0,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,2000,1509.04,0,10000,0,9,1,2,3,7120,14240,56960
733,2.5,0,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,149,500,664.86,0,0,-60000,3,1,0,1,16160,16160,72720
734,2.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,246,1000,1267.4,6000000,0,0,0,1,2,1,5070,5070,40560
735,1.0,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,293,1000,1119.23,0,51500,0,13,3,1,1,11380,5690,34140
736,1.0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,339,500,1698.51,0,0,0,18,3,2,1,8640,8640,34560
737,5.0,0,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,1000,1422.78,0,61600,0,17,3,2,3,5280,5280,42240
738,5.0,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,224,500,1212.75,0,0,-51400,11,1,0,0,9200,13800,32200
739,1.0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,194,1000,1423.34,0,55300,-37900,0,1,0,3,1400,1400,6300
740,2.5,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,385,1000,976.37,0,0,-61000,14,3,1,3,13520,6760,47320
741,2.5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,100,500,1124.59,6000000,67300,0,4,1,1,2,6800,6800,27200
742,2.5,1,7,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,371,1000,1569.33,0,79600,0,2,3,2,1,13000,13000,58500
743,5.0,1,7,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175,500,1359.36,5000000,0,-43600,9,3,2,2,13020,6510,52080
744,2.5,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,373,500,1607.36,0,0,0,21,4,0,2,6060,12120,42420
745,1.0,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,258,500,1042.25,0,0,-44400,0,3,2,3,6770,20310,54160
746,2.5,0,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,255,500,1453.95,0,38200,0,17,3,0,3,2930,5860,20510
747,5.0,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,37,500,1969.63,0,0,0,21,3,1,1,6950,13900,55600
748,1.0,0,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,322,1000,1156.19,0,49900,-62700,20,3,0,3,9880,4940,34580
749,1.0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,204,2000,1124.47,0,0,-45100,5,1,0,1,16460,16460,57610
750,5.0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,76,500,1493.5,5000000,39900,-44000,7,1,2,1,1460,730,5840
751,1.0,0,7,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,193,500,1155.38,0,34200,-32300,6,1,0,0,6390,6390,51120
752,2.5,1,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,405,500,878.19,0,57100,0,2,4,0,2,4830,4830,28980
753,1.0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,435,2000,1145.85,0,0,-40000,19,3,1,1,9220,4610,27660
754,1.0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,54,500,1261.28,0,68500,-42100,21,3,2,0,14380,7190,57520
755,1.0,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,144,500,1427.46,0,0,0,3,3,0,0,17580,8790,61530
756,5.0,1,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,92,500,1592.41,0,58900,-29100,22,1,2,3,5340,5340,42720
757,2.5,1,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,173,1000,1274.63,0,51000,0,22,1,2,3,9460,9460,33110
758,2.5,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,436,500,1362.31,0,67600,-65300,16,1,0,2,14920,7460,59680
759,2.5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,155,1000,919.37,0,83600,0,0,1,0,3,8060,8060,32240
760,2.5,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,78,1000,1377.23,0,72600,0,1,3,2,1,5810,11620,34860
761,1.0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,440,1000,995.55,5000000,51500,-52100,19,3,0,3,12400,12400,43400
762,1.0,1,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,264,500,1508.12,6000000,0,0,0,3,2,1,13500,6750,40500
763,5.0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,66,500,484.67,0,21100,-60800,2,3,0,2,11920,11920,41720
764,5.0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,366,1000,1561.41,0,21200,0,5,3,1,3,12780,12780,44730
765,1.0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,188,500,1457.21,0,46300,0,6,1,2,0,5000,5000,35000
766,5.0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,224,1000,1128.71,0,0,-47100,21,3,2,1,12360,6180,43260
767,1.0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,500,1358.2,0,52900,0,11,3,0,0,5870,11740,46960
768,1.0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,446,1000,1232.79,0,49900,-62100,3,1,2,0,7050,14100,49350
769,1.0,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,169,1000,936.19,0,70600,-48500,4,3,2,1,17370,5790,34740
770,2.5,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,255,500,1302.34,0,0,-52600,2,3,1,0,5260,10520,42080
